DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2001-0124-KEN,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Dormitory,KEN,Kenya,Sub-Saharan Africa,Africa,Kyanguli,,,No,No,No,,,,,,,2001,3,25,2001,3,25,67,27,,,27,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0132-KEN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,KEN,Kenya,Sub-Saharan Africa,Africa,Near Malindi,,,No,No,No,,,,,,,2001,4,1,2001,4,1,33,22,,,22,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0136-TZA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Songwe (Mbeya region),,,No,No,No,,,,,,,2001,4,7,2001,4,7,32,13,,,13,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0140-SDN,No,tec-tra-air-air,Technological,Transport,Air,Air,,,SDN,Sudan,Northern Africa,Africa,"Adaryel airport (Near Malakal, Haut Nil province)",,,No,No,No,,,,,,,2001,4,4,2001,4,4,15,,,,,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0255-SOM,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Truck,SOM,Somalia,Sub-Saharan Africa,Africa,"Halgan (Buloburte district, Hiran region)",,,No,No,No,,,,,,,2001,5,18,2001,5,18,22,12,,,12,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0256-SOM,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,SOM,Somalia,Sub-Saharan Africa,Africa,Aden Gulf,,,No,No,No,,,,,,,2001,5,18,2001,5,18,86,,,,,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0277-UGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,UGA,Uganda,Sub-Saharan Africa,Africa,Kasese province,,,No,No,No,,,Km2,,,,2001,5,,2001,5,,1,,,300,300,,,,,,,58.1114743743821,"[{""adm1_code"":3121,""adm1_name"":""Kasese""}]",2003-07-01,2023-09-25
2001-0291-TZA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Rukwa region,,,No,No,No,,,,,,,2001,6,26,2001,6,26,26,30,,,30,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0311-SDN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,SDN,Sudan,Northern Africa,Africa,Port-Soudan,,,No,No,No,,,,,,,2001,7,1,2001,7,1,14,11,,,11,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0369-ETH,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,ETH,Ethiopia,Sub-Saharan Africa,Africa,Near Addis Zemen,,,No,No,No,,,,,,,2001,7,17,2001,7,17,15,28,,,28,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0371-KEN,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,KEN,Kenya,Sub-Saharan Africa,Africa,Wajir district,,,No,No,No,,,,,,,2001,6,1,2001,6,1,14,,222,,222,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0391-TZA,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Temeke, Ilala districts (Dar Es Salaam)",,,No,No,No,,,,,,,2001,5,18,2001,7,20,3,,103,,103,,,,,,,58.1114743743821,,2005-06-17,2023-09-25
2001-0417-SDN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SDN,Sudan,Northern Africa,Africa,"Kassala, Southern Darfur, Western Darfur, Al Jazeera, Northern Kordofan, Nile, Sennar, Gadaref, Khartoum provinces",Heavy rain,,Yes,No,No,2579,,Km2,,,Blue Nile and Nile Rivers,2001,8,6,2001,9,13,3,,97000,,97000,,,,,2000,3442,58.1114743743821,"[{""adm1_code"":2745,""adm1_name"":""Al Jazeera""},{""adm1_code"":2753,""adm1_name"":""Khartoum""},{""adm1_code"":2761,""adm1_name"":""Nile""},{""adm1_code"":2762,""adm1_name"":""Sennar""},{""adm1_code"":2764,""adm1_name"":""Southern Darfur""},{""adm1_code"":2769,""adm1_name"":""Western Darfur""},{""adm1_code"":68783,""adm1_name"":""Kassala""},{""adm1_code"":68784,""adm1_name"":""Northern Kordofan""},{""adm1_code"":68805,""adm1_name"":""Gadaref""}]",2005-09-20,2023-09-25
2001-0431-KEN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,KEN,Kenya,Sub-Saharan Africa,Africa,Near Machakos (South),,,No,No,No,,,,,,,2001,8,15,2001,8,15,23,15,,,15,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0448-ETH,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Dubti, Asaita areas (Zone 1 district, Afar province)",,,No,No,No,,,Km2,,,,2001,8,10,2001,8,10,5,,31000,,31000,,,,,,,58.1114743743821,"[{""adm2_code"":40788,""adm2_name"":""Zone 1""}]",2003-07-01,2023-09-25
2001-0463-UGA,No,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,School,UGA,Uganda,Sub-Saharan Africa,Africa,Hoima district,,,No,No,No,,,,,,,2001,8,2,2001,8,2,1,127,,,127,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0464-ETH,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ETH,Ethiopia,Sub-Saharan Africa,Africa,Gambela province,,,No,No,No,,,Km2,,,,2001,7,,2001,7,,,,6000,,6000,,,,,,,58.1114743743821,"[{""adm1_code"":1232,""adm1_name"":""Gambela""}]",2003-07-01,2023-09-25
2001-0513-SOM,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,,SOM,Somalia,Sub-Saharan Africa,Africa,Mogadiscio,,,No,No,No,,,,,,,2001,9,11,2001,9,11,22,27,,,27,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0541-RWA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,RWA,Rwanda,Sub-Saharan Africa,Africa,Nyaruguru district (South/Amajyepfo province),Brief torrential rain,,No,No,No,,1770,Km2,,,,2001,9,22,2001,9,22,10,,,,,,,,,,,58.1114743743821,"[{""adm2_code"":21997,""adm2_name"":""Nyaruguru""}]",2004-10-28,2023-09-25
2001-0554-KEN,No,nat-bio-epi-dis,Natural,Biological,Epidemic,Infectious disease (General),,Aflatoxicosis,KEN,Kenya,Sub-Saharan Africa,Africa,Meru North district (Eastern province),,,No,No,No,,,Vaccinated,,,,2001,8,,2001,8,,12,,24,,24,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0580-BDI,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,BDI,Burundi,Sub-Saharan Africa,Africa,Near Ngozi,,,No,No,No,,,,,,,2001,10,15,2001,10,15,12,,,,,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0581-UGA,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,,UGA,Uganda,Sub-Saharan Africa,Africa,Nebbi district,,,No,No,No,,,,,,,2001,10,,2001,10,,14,,9,,9,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0643-ETH,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Meningococcal disease,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Amhara, Gambella, Somali, Tigray, Diredawa Regional Administration, Oromia and southern region",,,No,No,No,,,,,,,2001,1,,2001,5,31,311,,5955,,5955,,,,,,,58.1114743743821,,2005-06-22,2023-09-25
2001-0650-UGA,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,UGA,Uganda,Sub-Saharan Africa,Africa,"Ntandi trading center (Bwamba district, Bundibugyo province)",,,No,No,No,,,,,,,2001,11,3,2001,11,3,11,10,3356,,3366,,,,,,,58.1114743743821,"[{""adm2_code"":28395,""adm2_name"":""Bwamba""}]",2003-07-01,2023-09-25
2001-0653-SOM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SOM,Somalia,Sub-Saharan Africa,Africa,Jilib district (Juba Dhexe province),Heavy rain,,No,No,No,,3900,Km2,,,,2001,11,1,2001,11,14,,,6500,,6500,,,,,,,58.1114743743821,"[{""adm2_code"":25699,""adm2_name"":""Jilib""}]",2004-10-28,2023-09-25
2001-0660-UGA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Truck,UGA,Uganda,Sub-Saharan Africa,Africa,Busesa,,,No,No,No,,,,,,,2001,12,6,2001,12,6,31,79,,,79,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0672-RWA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,RWA,Rwanda,Sub-Saharan Africa,Africa,"West/Iburengerazuba, North/Amajyaruguru, South/Amajyepfo provinces",Heavy rain,,No,No,No,,1200,Km2,,,,2001,10,30,2001,11,2,2,,3000,,3000,,,,,,,58.1114743743821,"[{""adm1_code"":21971,""adm1_name"":""North/Amajyaruguru""},{""adm1_code"":21972,""adm1_name"":""South/Amajyepfo""},{""adm1_code"":21973,""adm1_name"":""West/Iburengerazuba""}]",2004-10-28,2023-09-25
2001-0682-UGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,UGA,Uganda,Sub-Saharan Africa,Africa,Kabale province,,,No,No,No,,,Km2,,,,2001,12,,2001,12,,,,500,,500,,,,,,,58.1114743743821,"[{""adm1_code"":3115,""adm1_name"":""Kabale""}]",2003-07-01,2023-09-25
2001-0721-KEN,No,nat-bio-epi-par,Natural,Biological,Epidemic,Parasitic disease,,,KEN,Kenya,Sub-Saharan Africa,Africa,Igoji division (Meru Central district),,,No,No,No,,,Vaccinated,,,,2001,12,,2001,12,,5,,395,,395,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0728-SOM,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Meningococcal disease,SOM,Somalia,Sub-Saharan Africa,Africa,Hargeisa town,,,No,No,No,,,,,,,2001,10,13,2002,1,28,33,,111,,111,,,,,,,58.1114743743821,,2005-06-23,2023-09-25
2001-0733-TZA,No,nat-bio-epi-dis,Natural,Biological,Epidemic,Infectious disease (General),,Acute Watery Diarrhoeal Syndrome,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Rufiji district,,,No,No,No,,,Vaccinated,,,,2001,12,22,2001,12,22,22,,412,,412,,,,,,,58.1114743743821,,2003-07-01,2023-09-25
2001-0769-ETH,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Himora town (Western district, Tigray province)",,,No,No,No,,,Km2,,,,2001,8,,2001,8,,,,2500,,2500,,,,,,,58.1114743743821,"[{""adm2_code"":47711,""adm2_name"":""Western""}]",2003-07-01,2023-09-25
2001-0790-ETH,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Meningococcal,ETH,Ethiopia,Sub-Saharan Africa,Africa,"woredas of Dale and Sheedina (Sidama Sone of the Southern Nations, Nationalities and Peoples (SNNPR))",,,No,No,No,,,,,,,2001,9,10,2002,2,3,118,,2211,,2211,,,,,,,58.1114743743821,,2005-06-23,2023-09-25
2002-0014-TZA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Iringa region,,,No,No,No,,,,,,,2002,1,9,2002,1,9,32,46,,,46,,,,,,,59.0331440786142,,2004-03-24,2023-09-25
2002-0016-UGA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,UGA,Uganda,Sub-Saharan Africa,Africa,"Vuulu, Geregaere areas (Lugazi area, Buyikwe district, Buikwe province)",,,No,No,No,,,Kph,,,,2002,1,5,2002,1,5,,,,100,100,,,,,,,59.0331440786142,"[{""adm2_code"":28510,""adm2_name"":""Buyikwe""}]",2004-03-24,2023-09-25
2002-0030-ETH,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,Yellow fever suspected,ETH,Ethiopia,Sub-Saharan Africa,Africa,Kurmuk district (Benishangul-Gumuz regional state),,,No,No,No,,,Vaccinated,,,,2002,1,15,2002,1,15,12,,,,,,,,,,,59.0331440786142,,2004-03-24,2023-09-25
2002-0042-RWA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000awns,,RWA,Rwanda,Sub-Saharan Africa,Africa,"Gisenyi city (Rubavu district, West/Iburengerazuba province)",,,No,No,No,,4.7,Richter,-1.684,29.077,,2002,1,17,2002,1,17,45,108,1535,,1643,,,,,,,59.0331440786142,"[{""adm2_code"":21998,""adm2_name"":""Rubavu""}]",2007-11-06,2023-09-25
2002-0066-ETH,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,ETH,Ethiopia,Sub-Saharan Africa,Africa,Near Gondar,,,No,No,No,,,,,,,2002,2,2,2002,2,2,12,35,,,35,,,,,,,59.0331440786142,,2005-05-03,2023-09-25
2002-0068-SDN,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,SDN,Sudan,Northern Africa,Africa,Wad Rawah,,,No,No,No,,,,,,,2002,2,1,2002,2,1,20,,,,,,,,,,,59.0331440786142,,2005-05-03,2023-09-25
2002-0118-SDN,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,,SDN,Sudan,Northern Africa,Africa,Atroun oasis region,,,No,No,No,,,,,,,2002,2,18,2002,2,18,18,63,,,63,,,,,,,59.0331440786142,,2005-05-04,2023-09-25
2002-0140-DJI,No,tec-ind-ind-ind,Technological,Industrial accident,Industrial accident (General),Industrial accident (General),,Chromated copper arsenate,DJI,Djibouti,Sub-Saharan Africa,Africa,Djibouti,,,No,No,No,258,,m3,,,,2002,1,,2002,1,,1,,350,,350,,,,,,,59.0331440786142,,2005-04-19,2023-09-25
2002-0152-SDN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,SDN,Sudan,Northern Africa,Africa,Near Shendi,,,No,No,No,,,,,,,2002,3,17,2002,3,17,30,,,,,,,,,,,59.0331440786142,,2005-05-10,2023-09-25
2002-0169-SOM,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,,SOM,Somalia,Sub-Saharan Africa,Africa,Shabeellaha region,,,No,No,No,,,Vaccinated,,,,2002,2,20,2002,2,20,30,,,,,,,,,,,59.0331440786142,,2005-05-10,2023-09-25
2002-0170-SDN,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,,SDN,Sudan,Northern Africa,Africa,"Ikotos, Isoke, Padak, Gizen, Nuba",,,No,No,No,,,,,,,2002,2,5,2002,2,5,49,,281,,281,,,,,,,59.0331440786142,,2005-05-10,2023-09-25
2002-0194-UGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,UGA,Uganda,Sub-Saharan Africa,Africa,"Kangulumira village (Ntenjeru district, Kayunga province)",,,No,No,No,,,Km2,,,,2002,3,30,2002,3,30,,,,100,100,,,,,,,59.0331440786142,"[{""adm2_code"":28513,""adm2_name"":""Ntenjeru""}]",2003-07-01,2023-09-25
2002-0207-TZA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Ferry,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Kilombero river (Morogoro region),,,No,No,No,,,,,,,2002,4,11,2002,4,11,34,,21,,21,,,,,,,59.0331440786142,,2003-07-16,2023-09-25
2002-0221-SOM,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,SOM,Somalia,Sub-Saharan Africa,Africa,"Banadir (Mogasdishu), Lower Shabelle (Merka), Middle Shabelle (Jilib and Haranka), Hiraan (Belet Weyne), Bari (Bossasso) regions",,,No,No,No,,,,,,,2002,4,12,2002,4,12,63,,1191,,1191,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0225-ETH,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Afar, Oromia, Somali region",Heavy rain,,No,No,No,,282500,Km2,,,,2002,4,16,2002,4,21,22,,4000,,4000,,,,,,,59.0331440786142,"[{""adm1_code"":1228,""adm1_name"":""Afar""},{""adm1_code"":47678,""adm1_name"":""Oromia""},{""adm1_code"":47679,""adm1_name"":""Somali""}]",2005-09-22,2023-09-25
2002-0248-KEN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,KEN,Kenya,Sub-Saharan Africa,Africa,"Meru Central district (Eastern province), Muranga district (Central province)",,,No,No,No,,,,,,,2002,4,30,2002,4,30,16,,,,,,,,,,,59.0331440786142,"[{""adm2_code"":51336,""adm2_name"":""Muranga""},{""adm2_code"":51354,""adm2_name"":""Meru Central""}]",2003-07-01,2023-09-25
2002-0251-SDN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,SDN,Sudan,Northern Africa,Africa,Bahr el-Ghazal,,,No,No,No,,,,,,,2002,5,2,2002,5,2,11,15,,,15,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0255-SOM,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,SOM,Somalia,Sub-Saharan Africa,Africa,Red Sea,,,No,No,No,,,,,,,2002,4,2,2002,4,2,90,,,,,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0262-SOM,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Bakara Market,SOM,Somalia,Sub-Saharan Africa,Africa,Mogadishu,,,No,No,No,,,,,,,2002,4,22,2002,4,22,11,40,,,40,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0265-KEN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,KEN,Kenya,Sub-Saharan Africa,Africa,"Migori, Kisumu, Nyando, Rachuonyo districts (Nyanza province), Kirinyaga, Muranga, Thika districts (Central province), Busia districts (Western province), Ijara district (North Eastern province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,5621,,Km2,,,"Mara, Tana, Sabaki",2002,4,26,2002,5,28,53,8,150000,,150008,,,,,,,59.0331440786142,"[{""adm2_code"":51334,""adm2_name"":""Kirinyaga""},{""adm2_code"":51336,""adm2_name"":""Muranga""},{""adm2_code"":51339,""adm2_name"":""Thika""},{""adm2_code"":51354,""adm2_name"":""Meru Central""},{""adm2_code"":51355,""adm2_name"":""Meru North""},{""adm2_code"":51356,""adm2_name"":""Meru South""},{""adm2_code"":51362,""adm2_name"":""Ijara""},{""adm2_code"":51369,""adm2_name"":""Kisumu""},{""adm2_code"":51371,""adm2_name"":""Migori""},{""adm2_code"":51373,""adm2_name"":""Nyando""},{""adm2_code"":51374,""adm2_name"":""Rachuonyo""},{""adm2_code"":51396,""adm2_name"":""Busia""}]",2005-09-22,2023-09-25
2002-0272-UGA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,UGA,Uganda,Sub-Saharan Africa,Africa,"Mbale, Sironko, Bundibugyo, Kapchorwa, Buhweju provinces",Heavy rain,,No,No,No,,,Km2,,,Semliki,2002,4,26,2002,5,28,17,,760,,760,,,,,,,59.0331440786142,"[{""adm1_code"":754,""adm1_name"":""Bundibugyo""},{""adm1_code"":761,""adm1_name"":""Kapchorwa""},{""adm1_code"":778,""adm1_name"":""Buhweju""},{""adm1_code"":785,""adm1_name"":""Sironko""},{""adm1_code"":47085,""adm1_name"":""Mbale""}]",2005-09-22,2023-09-25
2002-0273-RWA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,RWA,Rwanda,Sub-Saharan Africa,Africa,"Rusenyi village (Karongi district, West/Iburengerazuba province), Bweyete village (Rusizi district, West/Iburengerazuba province), Byumba city (Gicumbi district, North/Amajyaruguru province), Kigali City/Umujyi wa Kigali province",Heavy rains,"Slide (land, mud, snow, rock)",Yes,No,No,,,Km2,,,,2002,4,26,2002,5,28,69,,20000,,20000,,,,,,,59.0331440786142,"[{""adm1_code"":21970,""adm1_name"":""Kigali City/Umujyi wa Kigali""},{""adm2_code"":21979,""adm2_name"":""Gicumbi""},{""adm2_code"":21983,""adm2_name"":""Karongi""},{""adm2_code"":22001,""adm2_name"":""Rusizi""}]",2005-09-22,2023-09-25
2002-0274-TZA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Kyela district (Mbeya province), Geita district (Geita province)",Heavy rain,,No,No,No,,50,Km2,,,,2002,4,26,2002,5,28,9,,1200,,1200,,,,,,,59.0331440786142,"[{""adm2_code"":48437,""adm2_name"":""Kyela""},{""adm2_code"":115030,""adm2_name"":""Geita""}]",2005-09-22,2023-09-25
2002-0275-BDI,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BDI,Burundi,Sub-Saharan Africa,Africa,"Bujumbura Mairie, Bujumbura Rural provinces",,,No,No,No,,,Km2,,,,2002,5,6,2002,5,6,,,6000,,6000,,,,,,,59.0331440786142,"[{""adm1_code"":40543,""adm1_name"":""Bujumbura Mairie""},{""adm1_code"":40544,""adm1_name"":""Bujumbura Rural""}]",2003-07-01,2023-09-25
2002-0280-SDN,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,SDN,Sudan,Northern Africa,Africa,Liait (Darfour state),,,No,No,No,,,,,,,2002,5,10,2002,5,10,,,,3500,3500,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0316-UGA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,UGA,Uganda,Sub-Saharan Africa,Africa,"Victoria lake, Masaka region",,,No,No,No,,,,,,,2002,5,20,2002,5,20,30,7,,,7,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0346-UGA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,UGA,Uganda,Sub-Saharan Africa,Africa,Victoria lake (near Entebbe),,,No,No,No,,,,,,,2002,6,8,2002,6,8,35,,10,,10,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0353-BDI,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,BDI,Burundi,Sub-Saharan Africa,Africa,Ruyigi (Rutana province),,,No,No,No,,,,,,,2002,6,11,2002,6,11,41,39,,,39,,,,,,,59.0331440786142,,2003-07-14,2023-09-25
2002-0377-TZA,No,tec-ind-ind-ind,Technological,Industrial accident,Industrial accident (General),Industrial accident (General),,Mine,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Mererani (Arusha region),,,No,No,No,,,m3,,,,2002,6,20,2002,6,20,42,,,,,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0380-TZA,No,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Mpwapwa (Dodoma region),,,Yes,No,No,,,,,,,2002,6,24,2002,6,24,281,230,,,230,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0382-SDN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,SDN,Sudan,Northern Africa,Africa,Kamlin,,,No,No,No,,,,,,,2002,6,23,2002,6,23,13,59,,,59,,,,,,,59.0331440786142,,2003-07-14,2023-09-25
2002-0396-SDN,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,SDN,Sudan,Northern Africa,Africa,Abdallah,,,No,No,No,,,,,,,2002,7,2,2002,7,2,18,,,,,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0438-UGA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,UGA,Uganda,Sub-Saharan Africa,Africa,Rutoto (Kasese district),,,No,No,No,,,,,,,2002,7,18,2002,7,18,80,,,,,,,,,,,59.0331440786142,,2003-07-11,2023-09-25
2002-0452-BDI,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,BDI,Burundi,Sub-Saharan Africa,Africa,"Bujumbura, Citiboke, Bubanza",inadequate suppky of safe drinking water and use of polluted local water sources,,No,No,No,,,,,,,2002,6,17,2002,8,22,13,,781,,781,,,,,,,59.0331440786142,,2005-06-22,2023-09-25
2002-0458-BDI,No,nat-bio-epi-dis,Natural,Biological,Epidemic,Infectious disease (General),,Acute watery diarrhoeal syndrome,BDI,Burundi,Sub-Saharan Africa,Africa,Cibitoke province,,,No,No,No,,,Vaccinated,,,,2002,7,,2002,7,,6,,448,,448,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0496-UGA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,UGA,Uganda,Sub-Saharan Africa,Africa,Omukabale,,,No,No,No,,,,,,,2002,8,11,2002,8,11,17,,,,,,,,,,,59.0331440786142,,2003-07-01,2023-09-25
2002-0504-BDI,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,,BDI,Burundi,Sub-Saharan Africa,Africa,"Ngozi, Muyinga, Kirundo, Ruyigi, Gitega, Karuzi",,,No,No,No,,,,,,,2002,7,6,2002,9,22,68,,934,,934,,,,,,,59.0331440786142,,2005-06-23,2023-09-25
2002-0505-RWA,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Meningococcal disease,RWA,Rwanda,Sub-Saharan Africa,Africa,"Butare, Kibongo , Kibuye, Umatara provinces",,,Yes,No,No,,,,,,,2002,6,24,2002,9,18,83,,636,,636,,,,,,,59.0331440786142,,2005-06-23,2023-09-25
2002-0515-SDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,SDN,Sudan,Northern Africa,Africa,"En Nuhud, Ghebeish districts (Northern Kordofan), Abyei, As Salam, Lagawa districts (Souythern Kordofan), White Nile, Al Jazeera, Khartoum provinces",,,No,No,No,,,Km2,,,,2002,8,3,2002,8,3,,,100000,,100000,,,,,,,59.0331440786142,"[{""adm1_code"":2745,""adm1_name"":""Al Jazeera""},{""adm1_code"":2753,""adm1_name"":""Khartoum""},{""adm1_code"":2770,""adm1_name"":""White Nile""},{""adm2_code"":4151,""adm2_name"":""Abyei""},{""adm2_code"":37146,""adm2_name"":""As Salam""},{""adm2_code"":37149,""adm2_name"":""Lagawa""},{""adm2_code"":37147,""adm2_name"":""En Nuhud""},{""adm2_code"":37148,""adm2_name"":""Ghebeish""}]",2003-07-01,2023-09-25
