eventtype,eventid,episodeid,eventname,glide,name,description,htmldescription,icon,iconoverall,url,alertlevel,alertscore,episodealertlevel,episodealertscore,istemporary,iscurrent,country,fromdate,todate,datemodified,iso3,source,sourceid,polygonlabel,Class,affectedcountries,severitydata,geometry,
FL,2986,1,,FL-2006-000157-ETH,Flood in Ethiopia,Flood in Ethiopia,ORANGE Flood in Ethiopia from: 27 Oct 2006 00 to: 27 Oct 2006 00.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/ORANGE/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=2986&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=2986&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=2986"" }",ORANGE,2,Orange,2,FALSE,FALSE,Ethiopia,27/10/2006 00:00,27/10/2006 00:00,27/10/2006 00:00,   ,DFO,,Centroid,Point_Centroid,"[ { ""iso3"": ""ETH"", ""countryname"": ""Ethiopia"" } ]","{ ""severity"": 7.7800000000000002, ""severitytext"": ""Magnitude 7.78"", ""severityunit"": """" }",POINT (44.604 4.635),
FL,2946,1,,FL-2006-000122-ETH,Flood in Ethiopia,Flood in Ethiopia,ORANGE Flood in Ethiopia from: 13 Aug 2006 00 to: 13 Aug 2006 00.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/ORANGE/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=2946&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=2946&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=2946"" }",ORANGE,2,Orange,2,FALSE,FALSE,Ethiopia,13/08/2006 00:00,13/08/2006 00:00,13/08/2006 00:00,   ,DFO,,Centroid,Point_Centroid,"[ { ""iso3"": ""ETH"", ""countryname"": ""Ethiopia"" } ]","{ ""severity"": 5.6799999999999997, ""severitytext"": ""Magnitude 5.68"", ""severityunit"": """" }",POINT (36.215 5.24),
FL,2943,1,,FL-2006-000112-ETH,Flood in Ethiopia,Flood in Ethiopia,ORANGE Flood in Ethiopia from: 05 Aug 2006 00 to: 05 Aug 2006 00.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/ORANGE/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=2943&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=2943&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=2943"" }",ORANGE,2,Orange,2,FALSE,FALSE,Ethiopia,05/08/2006 00:00,05/08/2006 00:00,05/08/2006 00:00,   ,DFO,,Centroid,Point_Centroid,"[ { ""iso3"": ""ETH"", ""countryname"": ""Ethiopia"" } ]","{ ""severity"": 4.2300000000000004, ""severitytext"": ""Magnitude 4.23"", ""severityunit"": """" }",POINT (42.186 9.674),
EQ,13640,13646,,,Earthquake in Ethiopia,Earthquake in Ethiopia,Orange M 5.3 Earthquake in Ethiopia at: 20 Sep 2005 21:23:00.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/EQ.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/EQ.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=EQ&eventid=13640&episodeid=13646"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=13640&episodeid=13646&eventtype=EQ"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=EQ&eventid=13640"" }",Orange,2,Orange,1.5,FALSE,FALSE,Ethiopia,20/09/2005 21:23,20/09/2005 21:23,08/02/2017 11:30,ETH,NEIC,,Centroid,Point_Centroid,"[ { ""iso3"": ""ETH"", ""countryname"": ""Ethiopia"" } ]","{ ""severity"": 5.2999999999999998, ""severitytext"": ""Magnitude 5.3M, Depth:0km"", ""severityunit"": ""M"" }",POINT (41.3 13.35),
FL,2649,1,,,Flood in Ethiopia,Flood in Ethiopia,ORANGE Flood in Ethiopia from: 23 Apr 2005 00 to: 14 Jun 2005 23.,https://www.gdacs.org/images/gdacs_icons/maps/ORANGE/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/ORANGE/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=2649&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=2649&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=2649"" }",ORANGE,2,ORANGE,2,FALSE,FALSE,Ethiopia,23/04/2005 00:00,14/06/2005 23:59,14/06/2005 23:59,,DFO,,Centroid,Point_Centroid,"[ { ""iso3"": ""ETH"", ""countryname"": ""Ethiopia"" } ]","{ ""severity"": 7.5499999999999998, ""severitytext"": ""Magnitude 7.55"", ""severityunit"": """" }",POINT (43.286 6.272),
EQ,8316,8316,,,Earthquake in Ethiopia,Earthquake in Ethiopia,Orange M 5.5 Earthquake in Ethiopia at: 22 Oct 2004 12:00:12.,https://www.gdacs.org/images/gdacs_icons/maps/Orange/EQ.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/EQ.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=EQ&eventid=8316&episodeid=8316"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=8316&episodeid=8316&eventtype=EQ"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=EQ&eventid=8316"" }",Orange,2,Orange,1.488848343,FALSE,FALSE,Ethiopia,22/10/2004 12:00,22/10/2004 12:00,08/02/2017 01:51,ETH,NEIC,,Centroid,Point_Centroid,"[ { ""iso3"": ""ETH"", ""countryname"": ""Ethiopia"" } ]","{ ""severity"": 5.5, ""severitytext"": ""Magnitude 5.5M, Depth:10km"", ""severityunit"": ""M"" }",POINT (40.34 14.2),
FL,2224,1,,,Flood in Ethiopia,Flood in Ethiopia,ORANGE Flood in Ethiopia from: 04 May 2003 00 to: 20 May 2003 23.,https://www.gdacs.org/images/gdacs_icons/maps/ORANGE/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/ORANGE/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=2224&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=2224&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=2224"" }",ORANGE,2,ORANGE,2,FALSE,FALSE,Ethiopia,04/05/2003 00:00,20/05/2003 23:59,20/05/2003 23:59,,DFO,,Centroid,Point_Centroid,"[ { ""iso3"": ""ETH"", ""countryname"": ""Ethiopia"" } ]","{ ""severity"": 5.9500000000000002, ""severitytext"": ""Magnitude 5.95"", ""severityunit"": """" }",POINT (44.635 5.371),
FL,2298,1,,,Flood in Sudan and Eritrea,Flood in Sudan and Eritrea,ORANGE Flood in Sudan and Eritrea from: 28 Jul 2003 00 to: 21 Aug 2003 23.,https://www.gdacs.org/images/gdacs_icons/maps/ORANGE/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/ORANGE/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=2298&episodeid=1"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=2298&episodeid=1&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=2298"" }",ORANGE,2,ORANGE,2,FALSE,FALSE,Sudan and Eritrea,28/07/2003,21/08/2003 23:59,21/08/2003 23:59,,DFO,,Centroid,Point_Centroid,[ ],"{ ""severity"": 6.6799999999999997, ""severitytext"": ""Magnitude 6.68"", ""severityunit"": """" }",POINT (36.459 15.383),
FL,1102544,6,,FL-2024-000047-BDI,Flood in Burundi,Flood in Burundi,Orange Flood in Burundi from: 17 Mar 2024 01 to: 03 May 2024 01.,https://www.gdacs.org/images/gdacs_icons/maps/Green/FL.png,https://www.gdacs.org/images/gdacs_icons/maps/Orange/FL.png,"{ ""geometry"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/polygons\/getgeometry?eventtype=FL&eventid=1102544&episodeid=6"", ""report"": ""https:\/\/www.gdacs.org\/report.aspx?eventid=1102544&episodeid=6&eventtype=FL"", ""details"": ""https:\/\/www.gdacs.org\/gdacsapi\/api\/events\/geteventdata?eventtype=FL&eventid=1102544"" }",Orange,2,Green,0.5,FALSE,FALSE,Burundi,17/03/2024 01:00,03/05/2024 01:00,13/05/2024 08:01,BDI,GLOFAS,,Centroid,Point_Centroid,"[ { ""iso3"": ""BDI"", ""countryname"": ""Burundi"" } ]","{ ""severity"": 0, ""severitytext"": ""Magnitude 0 "", ""severityunit"": """" }",POINT (29.1943658 -2.9666868),

